Jan	30	1	33776
Jan	30	2	35410
Jan	30	3	34954
Jan	30	4	33652
Jan	30	5	30337
Jan	30	6	26575
Jan	30	7	23661
Jan	30	8	23243
Jan	30	9	22973
Jan	30	10	24289
Jan	30	11	26767
Jan	30	12	29942
Jan	30	13	34065
Jan	30	14	37832
Jan	30	15	38583
Jan	30	16	35821
Jan	30	17	33279
Jan	30	18	32275
Jan	30	19	32379
Jan	30	20	32252
Jan	30	21	32744
Jan	30	22	35077
Jan	30	23	35837
Jan	31	0	35507
Jan	31	1	38729
Jan	31	2	38587
Jan	31	3	37065
Jan	31	4	32264
Jan	31	5	26899
Jan	31	6	23471
Jan	31	7	21486
Jan	31	8	21867
Jan	31	9	22659
Jan	31	10	24920
Jan	31	11	28727
Jan	31	12	34040
Jan	31	13	39029
Jan	31	14	40180
Jan	31	15	39340
Jan	31	16	37700
Jan	31	17	36071
Jan	31	18	34013
Jan	31	19	33257
Jan	31	20	33601
Jan	31	21	35350
Jan	31	22	36717
Jan	31	23	38475
Feb	1	0	37848
Feb	1	1	37842
Feb	1	2	37807
Feb	1	3	37142
Feb	1	4	32568
Feb	1	5	27226
Feb	1	6	23869
Feb	1	7	21869
Feb	1	8	22086
Feb	1	9	22727
Feb	1	10	24690
Feb	1	11	28646
Feb	1	12	34494
Feb	1	13	39092
Feb	1	14	41596
Feb	1	15	41437
Feb	1	16	40052
Feb	1	17	36804
Feb	1	18	35367
Feb	1	19	33868
Feb	1	20	34184
Feb	1	21	36383
Feb	1	22	37042
Feb	1	23	39445
Feb	2	0	39394
Feb	2	1	39081
Feb	2	2	38297
Feb	2	3	38234
Feb	2	4	32845
Feb	2	5	28237
Feb	2	6	24254
Feb	2	7	22527
Feb	2	8	22103
Feb	2	9	23230
Feb	2	10	25159
Feb	2	11	29029
Feb	2	12	34885
Feb	2	13	39123
Feb	2	14	40482
Feb	2	15	39840
Feb	2	16	39166
Feb	2	17	38690
Feb	2	18	36797
Feb	2	19	35532
Feb	2	20	34908
Feb	2	21	36607
Feb	2	22	38369
Feb	2	23	40281
Feb	3	0	40392
Feb	3	1	44997
Feb	3	2	42999
Feb	3	3	39546
Feb	3	4	35308
Feb	3	5	30574
Feb	3	6	25332
Feb	3	7	23182
Feb	3	8	23118
Feb	3	9	23554
Feb	3	10	26004
Feb	3	11	28804
Feb	3	12	34321
Feb	3	13	39556
Feb	3	14	43298
Feb	3	15	43718
Feb	3	16	41725
Feb	3	17	38274
Feb	3	18	35220
Feb	3	19	33685
Feb	3	20	34512
Feb	3	21	35765
Feb	3	22	38054
Feb	3	23	39351
Feb	4	0	38153
Feb	4	1	38350
Feb	4	2	37288
Feb	4	3	37779
Feb	4	4	32312
Feb	4	5	27998
Feb	4	6	25351
Feb	4	7	22954
Feb	4	8	22790
Feb	4	9	23777
Feb	4	10	25845
Feb	4	11	30092
Feb	4	12	34708
Feb	4	13	40057
Feb	4	14	43712
Feb	4	15	45642
Feb	4	16	43387
Feb	4	17	40052
Feb	4	18	36271
Feb	4	19	34065
Feb	4	20	33207
Feb	4	21	34681
Feb	4	22	35136
Feb	4	23	38095
Feb	5	0	37491
Feb	5	1	37329
Feb	5	2	38121
Feb	5	3	36343
Feb	5	4	32800
Feb	5	5	29401
Feb	5	6	24972
Feb	5	7	22736
Feb	5	8	22596
Feb	5	9	22439
Feb	5	10	23462
Feb	5	11	25992
Feb	5	12	30508
Feb	5	13	35622
Feb	5	14	39602
Feb	5	15	42823
Feb	5	16	41374
Feb	5	17	37807
Feb	5	18	34259
Feb	5	19	31690
Feb	5	20	30268
Feb	5	21	30544
Feb	5	22	31831
Feb	5	23	34707
Feb	6	0	34470
Feb	6	1	35818
Feb	6	2	36588
Feb	6	3	37433
Feb	6	4	35275
Feb	6	5	33620
Feb	6	6	27791
Feb	6	7	24429
Feb	6	8	23970
Feb	6	9	23095
Feb	6	10	24502
Feb	6	11	28261
Feb	6	12	32315
Feb	6	13	37320
Feb	6	14	40896
Feb	6	15	42277
Feb	6	16	38800
Feb	6	17	37170
Feb	6	18	35077
Feb	6	19	33806
Feb	6	20	34490
Feb	6	21	35251
Feb	6	22	36818
Feb	6	23	44407
Feb	7	0	48898
Feb	7	1	52000
Feb	7	2	45812
Feb	7	3	43765
Feb	7	4	30441
Feb	7	5	26257
Feb	7	6	23540
Feb	7	7	21873
Feb	7	8	21917
Feb	7	9	22963
Feb	7	10	24989
Feb	7	11	29295
Feb	7	12	34859
Feb	7	13	39932
Feb	7	14	41769
Feb	7	15	43619
Feb	7	16	39691
Feb	7	17	36016
Feb	7	18	33651
Feb	7	19	33007
Feb	7	20	33839
Feb	7	21	35754
Feb	7	22	38275
Feb	7	23	39238
Feb	8	0	38371
Feb	8	1	37167
Feb	8	2	36480
Feb	8	3	35754
Feb	8	4	31321
Feb	8	5	27001
Feb	8	6	23773
Feb	8	7	22356
Feb	8	8	22558
Feb	8	9	23639
Feb	8	10	25483
Feb	8	11	29194
Feb	8	12	34072
Feb	8	13	39246
Feb	8	14	43622
Feb	8	15	44693
Feb	8	16	41267
Feb	8	17	37393
Feb	8	18	34670
Feb	8	19	33434
Feb	8	20	33454
Feb	8	21	35819
Feb	8	22	37530
Feb	8	23	38265
