Jan	28	3	91
Jan	28	4	121
Jan	28	5	164
Jan	28	6	122
Jan	28	7	116
Jan	28	8	166
Jan	28	9	160
Jan	28	10	247
Jan	28	11	286
Jan	28	12	273
Jan	28	13	315
Jan	28	14	367
Jan	28	15	481
Jan	28	16	598
Jan	28	17	708
Jan	28	18	526
Jan	28	19	614
Jan	28	20	455
Jan	28	21	489
Jan	28	22	670
Jan	28	23	413
Jan	29	0	209
Jan	29	1	149
Jan	29	2	148
Jan	29	3	133
Jan	29	4	120
Jan	29	5	97
Jan	29	6	80
Jan	29	7	89
Jan	29	8	129
Jan	29	9	130
Jan	29	10	169
Jan	29	11	186
Jan	29	12	212
Jan	29	13	326
Jan	29	14	295
Jan	29	15	389
Jan	29	16	403
Jan	29	17	318
Jan	29	18	296
Jan	29	19	237
Jan	29	20	301
Jan	29	21	222
Jan	29	22	258
Jan	29	23	238
Jan	30	0	139
Jan	30	1	174
Jan	30	2	142
Jan	30	3	127
Jan	30	4	67
Jan	30	5	94
Jan	30	6	77
Jan	30	7	71
Jan	30	8	118
Jan	30	9	207
Jan	30	10	179
Jan	30	11	217
Jan	30	12	203
Jan	30	13	287
Jan	30	14	392
Jan	30	15	296
Jan	30	16	313
Jan	30	17	309
Jan	30	18	247
Jan	30	19	248
Jan	30	20	212
Jan	30	21	210
Jan	30	22	189
Jan	30	23	179
Jan	31	0	155
Jan	31	1	111
Jan	31	2	115
Jan	31	3	134
Jan	31	4	109
Jan	31	5	92
Jan	31	6	83
Jan	31	7	92
Jan	31	8	114
Jan	31	9	108
Jan	31	10	153
Jan	31	11	157
Jan	31	12	245
Jan	31	13	210
Jan	31	14	192
Jan	31	15	234
Jan	31	16	222
Jan	31	17	214
Jan	31	18	192
Jan	31	19	217
Jan	31	20	196
Jan	31	21	217
Jan	31	22	253
Jan	31	23	244
Feb	1	0	220
Feb	1	1	184
Feb	1	2	156
Feb	1	3	159
Feb	1	4	130
Feb	1	5	128
Feb	1	6	109
Feb	1	7	168
Feb	1	8	174
Feb	1	9	186
Feb	1	10	193
Feb	1	11	221
Feb	1	12	260
Feb	1	13	239
Feb	1	14	304
Feb	1	15	267
Feb	1	16	232
Feb	1	17	236
Feb	1	18	229
Feb	1	19	241
Feb	1	20	257
Feb	1	21	516
Feb	1	22	285
Feb	1	23	261
Feb	2	0	164
Feb	2	1	107
Feb	2	2	87
Feb	2	3	69
Feb	2	4	86
Feb	2	5	74
Feb	2	6	56
Feb	2	7	56
Feb	2	8	118
Feb	2	9	128
Feb	2	10	139
Feb	2	11	181
Feb	2	12	281
Feb	2	13	424
Feb	2	14	472
Feb	2	15	498
Feb	2	16	503
Feb	2	17	434
Feb	2	18	352
Feb	2	19	328
Feb	2	20	332
Feb	2	21	296
Feb	2	22	251
Feb	2	23	225
Feb	3	0	171
Feb	3	1	166
Feb	3	2	233
Feb	3	3	324
Feb	3	4	270
Feb	3	5	193
Feb	3	6	148
Feb	3	7	141
Feb	3	8	159
Feb	3	9	140
Feb	3	10	187
Feb	3	11	187
Feb	3	12	230
Feb	3	13	278
Feb	3	14	324
Feb	3	15	356
Feb	3	16	355
Feb	3	17	317
Feb	3	18	297
Feb	3	19	323
Feb	3	20	330
Feb	3	21	267
Feb	3	22	279
Feb	3	23	215
Feb	4	0	175
Feb	4	1	170
Feb	4	2	154
Feb	4	3	147
Feb	4	4	128
Feb	4	5	92
Feb	4	6	103
Feb	4	7	127
Feb	4	8	119
Feb	4	9	143
Feb	4	10	217
Feb	4	11	234
Feb	4	12	244
Feb	4	13	241
Feb	4	14	239
Feb	4	15	263
Feb	4	16	219
Feb	4	17	255
Feb	4	18	187
Feb	4	19	192
Feb	4	20	192
Feb	4	21	149
Feb	4	22	146
Feb	4	23	147
Feb	5	0	119
Feb	5	1	88
Feb	5	2	63
Feb	5	3	75
Feb	5	4	51
Feb	5	5	79
Feb	5	6	42
Feb	5	7	98
Feb	5	8	92
Feb	5	9	89
Feb	5	10	92
Feb	5	11	109
Feb	5	12	71
Feb	5	13	118
Feb	5	14	125
Feb	5	15	147
Feb	5	16	262
Feb	5	17	165
Feb	5	18	138
Feb	5	19	157
Feb	5	20	104
Feb	5	21	130
Feb	5	22	110
Feb	5	23	85
Feb	6	0	68
Feb	6	1	46
Feb	6	2	69
Feb	6	3	59
Feb	6	4	34
Feb	6	5	52
Feb	6	6	60
Feb	6	7	59
Feb	6	8	71
Feb	6	9	88
Feb	6	10	81
Feb	6	11	90
Feb	6	12	89
Feb	6	13	88
Feb	6	14	194
Feb	6	15	176
Feb	6	16	134
Feb	6	17	142
Feb	6	18	119
Feb	6	19	121
Feb	6	20	96
Feb	6	21	93
Feb	6	22	86
Feb	6	23	79
Feb	7	0	53
Feb	7	1	65
Feb	7	2	54
Feb	7	3	50
Feb	7	4	41
Feb	7	5	58
Feb	7	6	23
Feb	7	7	33
Feb	7	8	46
Feb	7	9	50
Feb	7	10	47
Feb	7	11	61
Feb	7	12	65
Feb	7	13	92
Feb	7	14	96
Feb	7	15	144
Feb	7	16	96
Feb	7	17	91
Feb	7	18	98
Feb	7	19	97
Feb	7	20	92
Feb	7	21	119
Feb	7	22	94
Feb	7	23	72
Feb	8	0	86
Feb	8	1	47
Feb	8	2	53
Feb	8	3	49
Feb	8	4	54
Feb	8	5	42
Feb	8	6	46
Feb	8	7	50
Feb	8	8	49
Feb	8	9	43
Feb	8	10	61
Feb	8	11	67
Feb	8	12	91
Feb	8	13	67
Feb	8	14	74
Feb	8	15	111
Feb	8	16	108
Feb	8	17	111
Feb	8	18	117
Feb	8	19	81
Feb	8	20	89
Feb	8	21	87
Feb	8	22	68
Feb	8	23	59
Nov	24	14	1
